ticker,price,date
DOOR,89.5,2022-03-07
LGND,97.91,2022-03-07
CENTA,43.24,2022-03-07
EGP,189.49,2022-03-07
SNPS,295.46,2022-03-07
FCEL,5.92,2022-03-07
PSO,8.17,2022-03-07
AOD,9.04,2022-03-07
EEX,3.6,2022-03-07
UIHC,3.36,2022-03-07
VCV,11.67,2022-03-07
BIO,550.16,2022-03-07
E,29.13,2022-03-07
MIME,79.37,2022-03-07
KRC,71.16,2022-03-07
RVNC,14.92,2022-03-07
NATI,38.19,2022-03-07
ACCO,8.28,2022-03-07
PLXS,81.32,2022-03-07
TRNO,68.96,2022-03-07
ASGN,101.68,2022-03-07
CVNA,104.94,2022-03-07
MANT,87.2,2022-03-07
FEN,15.75,2022-03-07
OMAB,51.9,2022-03-07
VNOM,28.9,2022-03-07
TCPC,13.8,2022-03-07
IBTX,73.39,2022-03-07
FWONA,51.65,2022-03-07
GER,11.91,2022-03-07
QTRX,27.66,2022-03-07
ZEAL,12.83,2022-03-07
ATKR,93.38,2022-03-07
UHAL,556.91,2022-03-07
SJR,29.82,2022-03-07
SA,18.32,2022-03-07
BCOV,7.04,2022-03-07
CVBF,23.09,2022-03-07
NGVT,56.58,2022-03-07
BY,26.49,2022-03-07
LSXMA,44.06,2022-03-07
PATK,64.49,2022-03-07
AGQ,41.69,2022-03-07
INUV,0.42,2022-03-07
VBLT,1.31,2022-03-07
VMI,217.1,2022-03-07
BPMC,54.1,2022-03-07
SASR,44.1,2022-03-07
NBRV,0.45,2022-03-07
PGAL,9.77,2022-03-07
TVTY,29.99,2022-03-07
VGT,375.53,2022-03-07
FCN,148.29,2022-03-07
ATOM,13.26,2022-03-07
WEX,156.35,2022-03-07
NXST,178.97,2022-03-07
CURO,11.72,2022-03-07
KODK,4.6,2022-03-07
MTRN,82.26,2022-03-07
TECH,401.32,2022-03-07
WING,126.32,2022-03-07
HAFC,24.01,2022-03-07
ADES,6.5,2022-03-07
ATRA,8.59,2022-03-07
BOOM,28.25,2022-03-07
GLYC,1.05,2022-03-07
SPH,14.78,2022-03-07
NEWR,60.03,2022-03-07
SHV,110.31,2022-03-07
FXE,100.85,2022-03-07
BZH,15.68,2022-03-07
PRI,121.81,2022-03-07
FTSM,59.65,2022-03-07
EXLS,121.65,2022-03-07
QLYS,124.86,2022-03-07
QURE,15.54,2022-03-07
STAR,22.88,2022-03-07
CLSD,1.36,2022-03-07
FNDE,27.1,2022-03-07
ICUI,233.08,2022-03-07
WVE,2.09,2022-03-07
MNTX,7.78,2022-03-07
LSTR,153.12,2022-03-07
LTC,34.84,2022-03-07
ELS,75.85,2022-03-07
TGS,6.45,2022-03-07
CDR,28.31,2022-03-07
VGZ,0.88,2022-03-07
BIF,13.77,2022-03-07
IGHG,69.48,2022-03-07
NAK,0.4,2022-03-07
ASIX,41.63,2022-03-07
SYBX,2.1,2022-03-07
TEO,4.87,2022-03-07
WASH,52.56,2022-03-07
RMNI,5.54,2022-03-07
LMAT,46.32,2022-03-07
ZEPP,3.01,2022-03-07
SRT,4.34,2022-03-07
CBZ,39.27,2022-03-07
BLRX,1.47,2022-03-07
KIRK,12.79,2022-03-07
CDZI,2.01,2022-03-07
SAIA,245.48,2022-03-07
CRMD,4.36,2022-03-07
PIN,23.35,2022-03-07
RQI,15.73,2022-03-07
THM,1.04,2022-03-07
SHY,84.43,2022-03-07
OGS,88.87,2022-03-07
RWO,51.13,2022-03-07
AY,35.36,2022-03-07
VSS,115.14,2022-03-07
SCHM,70.66,2022-03-07
CIO,16.3,2022-03-07
THD,75.69,2022-03-07
ADUS,80.58,2022-03-07
FTEC,111.03,2022-03-07
LBAI,16.97,2022-03-07
NWE,61.78,2022-03-07
POLY,26.81,2022-03-07
GOL,4.82,2022-03-07
ELF,23.05,2022-03-07
VAC,134.84,2022-03-07
OMCL,133.77,2022-03-07
UFPI,82.32,2022-03-07
IBOC,40.37,2022-03-07
VEC,41.52,2022-03-07
CSQ,15.82,2022-03-07
HELE,204.0,2022-03-07
IIF,22.91,2022-03-07
NIB,29.83,2022-03-07
XSPA,1.0,2022-03-07
BRG,26.54,2022-03-07
GSV,0.47,2022-03-07
AIR,43.61,2022-03-07
MINT,100.91,2022-03-07
EBR,6.4,2022-03-07
TRVG,1.99,2022-03-07
SIEN,2.55,2022-03-07
HASI,49.76,2022-03-07
CVI,18.25,2022-03-07
CPLP,15.23,2022-03-07
JOBS,56.29,2022-03-07
SPAB,28.49,2022-03-07
AWF,10.76,2022-03-07
FBK,42.58,2022-03-07
IYZ,29.35,2022-03-07
FAX,3.41,2022-03-07
SHYG,43.52,2022-03-07
NICE,218.47,2022-03-07
KALU,88.73,2022-03-07
ACC,53.96,2022-03-07
RELX,28.78,2022-03-07
CAMP,7.06,2022-03-07
ASPS,10.02,2022-03-07
RGS,1.66,2022-03-07
BNO,34.16,2022-03-07
ACWV,100.72,2022-03-07
ITGR,79.76,2022-03-07
CGBD,14.0,2022-03-07
EWN,37.17,2022-03-07
RGEN,163.66,2022-03-07
KRO,13.67,2022-03-07
SB,4.28,2022-03-07
AOSL,45.13,2022-03-07
CVGW,44.46,2022-03-07
DSKE,11.57,2022-03-07
DGICA,13.78,2022-03-07
CCO,3.36,2022-03-07
GXC,89.02,2022-03-07
SILC,38.85,2022-03-07
RGLD,129.49,2022-03-07
GBDC,15.07,2022-03-07
IFGL,25.52,2022-03-07
EBS,41.17,2022-03-07
EURN,11.75,2022-03-07
QTWO,58.74,2022-03-07
SNLN,15.57,2022-03-07
SAGE,32.73,2022-03-07
NOA,15.57,2022-03-07
APVO,5.1,2022-03-07
CALX,46.41,2022-03-07
PLAB,17.04,2022-03-07
AGYS,40.73,2022-03-07
AHT,7.28,2022-03-07
CALA,0.43,2022-03-07
TGH,34.89,2022-03-07
CG,40.59,2022-03-07
EVA,73.42,2022-03-07
RPV,80.79,2022-03-07
ATR,116.52,2022-03-07
TRST,33.16,2022-03-07
TEDU,2.4,2022-03-07
FWRD,94.36,2022-03-07
ABG,188.07,2022-03-07
LBC,13.0,2022-03-07
MARA,21.48,2022-03-07
DS,1.14,2022-03-07
FLIC,21.32,2022-03-07
ARDX,0.97,2022-03-07
ARR,8.35,2022-03-07
ADAP,1.95,2022-03-07
BIL,91.42,2022-03-07
ATGE,22.86,2022-03-07
WHD,60.33,2022-03-07
BSV,79.26,2022-03-07
LECO,126.0,2022-03-07
PID,18.65,2022-03-07
TRVN,0.43,2022-03-07
JPS,8.2,2022-03-07
SPHQ,46.66,2022-03-07
CATO,16.76,2022-03-07
SGOL,19.16,2022-03-07
MTX,62.85,2022-03-07
BOE,10.68,2022-03-07
FENG,0.65,2022-03-07
LJPC,4.1,2022-03-07
TREX,68.73,2022-03-07
FTS,47.76,2022-03-07
VV,192.79,2022-03-07
CCS,60.65,2022-03-07
CHUY,25.71,2022-03-07
FDN,167.26,2022-03-07
CLB,30.99,2022-03-07
CTRN,34.86,2022-03-07
VSTM,1.06,2022-03-07
UTI,8.58,2022-03-07
GPL,0.27,2022-03-07
INTT,9.26,2022-03-07
BGB,12.95,2022-03-07
IBP,95.01,2022-03-07
CENT,47.09,2022-03-07
SPTN,31.65,2022-03-07
NML,6.13,2022-03-07
NSIT,103.55,2022-03-07
AMRS,4.25,2022-03-07
EQBK,30.32,2022-03-07
SEAC,1.11,2022-03-07
RNGR,10.76,2022-03-07
ACWX,48.26,2022-03-07
ARGX,269.81,2022-03-07
RACE,183.25,2022-03-07
STKL,4.72,2022-03-07
VFH,87.58,2022-03-07
ROL,33.96,2022-03-07
KOP,27.23,2022-03-07
STAA,74.8,2022-03-07
LFUS,237.29,2022-03-07
CYBR,151.81,2022-03-07
APOG,44.43,2022-03-07
MPWR,381.5,2022-03-07
MBIN,27.1,2022-03-07
HI,46.12,2022-03-07
PZA,25.77,2022-03-07
FELE,81.15,2022-03-07
SSB,81.51,2022-03-07
BTCM,2.69,2022-03-07
ADMA,1.67,2022-03-07
ETY,13.19,2022-03-07
GLP,25.73,2022-03-07
ICLN,19.9,2022-03-07
ITRN,22.06,2022-03-07
RYB,0.97,2022-03-07
MAIN,40.43,2022-03-07
LANC,165.0,2022-03-07
CHDN,204.4,2022-03-07
DQ,47.21,2022-03-07
TYL,408.23,2022-03-07
AKTS,5.84,2022-03-07
SLP,41.61,2022-03-07
RICK,59.0,2022-03-07
AVAL,5.46,2022-03-07
ENTA,67.51,2022-03-07
DJP,39.49,2022-03-07
EXPO,95.79,2022-03-07
IXC,35.36,2022-03-07
INDY,41.52,2022-03-07
FRGI,8.91,2022-03-07
HBIO,5.4,2022-03-07
DAKT,4.72,2022-03-07
EFG,87.3,2022-03-07
AAON,54.29,2022-03-07
SKY,63.75,2022-03-07
FPL,6.13,2022-03-07
NSTG,33.11,2022-03-07
MOV,35.33,2022-03-07
JRO,9.6,2022-03-07
CDMO,18.15,2022-03-07
ARC,3.45,2022-03-07
KFY,60.98,2022-03-07
CQQQ,49.08,2022-03-07
GIB,79.66,2022-03-07
MDY,459.24,2022-03-07
DFIN,29.74,2022-03-07
NNI,81.55,2022-03-07
FLDM,3.4,2022-03-07
COGT,5.73,2022-03-07
EVF,6.62,2022-03-07
IBDD,26.58,2022-03-07
NTG,36.06,2022-03-07
VYNT,1.1,2022-03-07
RMAX,27.85,2022-03-07
VCLT,94.08,2022-03-07
CRVS,1.56,2022-03-07
HRI,138.2,2022-03-07
PRLB,53.02,2022-03-07
BIT,15.75,2022-03-07
MMI,45.38,2022-03-07
CR,98.15,2022-03-07
CEQP,31.24,2022-03-07
CRWS,6.49,2022-03-07
LNN,136.95,2022-03-07
EDC,48.71,2022-03-07
TCBK,41.47,2022-03-07
SNDX,16.47,2022-03-07
INGN,33.04,2022-03-07
GDV,23.06,2022-03-07
GSBC,60.63,2022-03-07
PEN,212.44,2022-03-07
AGR,45.67,2022-03-07
ANIP,35.93,2022-03-07
CETX,0.63,2022-03-07
FXC,76.45,2022-03-07
GNCA,1.01,2022-03-07
LQDT,16.74,2022-03-07
SCJ,68.52,2022-03-07
TKC,3.55,2022-03-07
VMO,11.76,2022-03-07
CRK,9.9,2022-03-07
FATE,31.86,2022-03-07
NWN,55.81,2022-03-07
OSS,4.0,2022-03-07
TSQ,11.71,2022-03-07
CODI,23.36,2022-03-07
RDVY,46.62,2022-03-07
PBPB,5.88,2022-03-07
CRF,13.58,2022-03-07
IGR,8.03,2022-03-07
TACO,12.51,2022-03-07
AVAV,80.85,2022-03-07
SPEM,36.76,2022-03-07
IPGP,106.05,2022-03-07
TTOO,0.38,2022-03-07
SAM,367.72,2022-03-07
DSX,5.24,2022-03-07
IIPR,181.29,2022-03-07
AMPH,30.74,2022-03-07
CNMD,140.27,2022-03-07
DOG,34.7,2022-03-07
HEQ,12.49,2022-03-07
NDLS,5.86,2022-03-07
VWOB,67.86,2022-03-07
ABCB,44.36,2022-03-07
BPMP,16.33,2022-03-07
CEN,17.31,2022-03-07
CYTK,36.83,2022-03-07
NTGR,25.53,2022-03-07
ITA,107.11,2022-03-07
FONR,17.68,2022-03-07
UNF,170.86,2022-03-07
RDWR,33.57,2022-03-07
JDST,7.69,2022-03-07
FTXO,30.92,2022-03-07
GIFI,3.91,2022-03-07
BGSF,13.56,2022-03-07
CACC,487.23,2022-03-07
EMO,26.35,2022-03-07
OSIS,82.18,2022-03-07
NEP,80.0,2022-03-07
EPM,7.8,2022-03-07
CNA,43.53,2022-03-07
SRLN,44.54,2022-03-07
FXY,81.35,2022-03-07
LAUR,11.58,2022-03-07
SSD,114.44,2022-03-07
AMBC,12.35,2022-03-07
TSLX,22.99,2022-03-07
DON,42.31,2022-03-07
OXLC,7.27,2022-03-07
TWM,16.39,2022-03-07
IYF,78.96,2022-03-07
TNC,79.02,2022-03-07
EIM,11.96,2022-03-07
PNNT,7.73,2022-03-07
AGIO,30.93,2022-03-07
UGP,2.59,2022-03-07
CO,3.99,2022-03-07
VCSH,78.95,2022-03-07
TDY,435.0,2022-03-07
SFE,5.35,2022-03-07
TRTX,11.5,2022-03-07
PHYS,15.72,2022-03-07
DFE,58.39,2022-03-07
RUTH,20.45,2022-03-07
SRCE,47.37,2022-03-07
HURN,45.64,2022-03-07
MNDO,2.98,2022-03-07
IGE,39.56,2022-03-07
SRI,18.53,2022-03-07
WLDN,32.95,2022-03-07
MEI,42.32,2022-03-07
SBSI,40.49,2022-03-07
OPTT,1.33,2022-03-07
WSC,34.29,2022-03-07
QCRH,52.98,2022-03-07
HSKA,149.07,2022-03-07
USPH,95.03,2022-03-07
JOE,54.35,2022-03-07
RMR,29.79,2022-03-07
CARA,10.55,2022-03-07
CMRX,5.38,2022-03-07
WATT,1.07,2022-03-07
CEI,1.28,2022-03-07
TARO,48.0,2022-03-07
SOXL,29.58,2022-03-07
HIX,6.22,2022-03-07
SBCF,32.57,2022-03-07
TRTN,63.4,2022-03-07
NNBR,2.43,2022-03-07
SBT,6.36,2022-03-07
PARR,12.07,2022-03-07
MLPA,40.05,2022-03-07
SSTI,28.78,2022-03-07
ASA,23.3,2022-03-07
PRPO,1.49,2022-03-07
REX,98.0,2022-03-07
EXTN,6.37,2022-03-07
FRME,41.66,2022-03-07
IDCC,62.31,2022-03-07
TMV,62.59,2022-03-07
TUR,18.45,2022-03-07
AWP,5.96,2022-03-07
ROLL,189.29,2022-03-07
NSSC,20.03,2022-03-07
ECH,26.07,2022-03-07
NEO,18.02,2022-03-07
FPI,13.22,2022-03-07
GLOB,219.34,2022-03-07
EMKR,3.69,2022-03-07
BNED,4.79,2022-03-07
FBNC,41.28,2022-03-07
SLRC,17.82,2022-03-07
CPF,27.39,2022-03-07
FNCL,50.69,2022-03-07
DSL,14.24,2022-03-07
ISTB,49.1,2022-03-07
MTBC,5.0,2022-03-07
NEON,3.95,2022-03-07
NXE,5.22,2022-03-07
PBFX,13.45,2022-03-07
RCUS,32.76,2022-03-07
AMRC,70.02,2022-03-07
SD,15.59,2022-03-07
EGLE,60.94,2022-03-07
MTEM,2.39,2022-03-07
EGBN,56.56,2022-03-07
THG,139.52,2022-03-07
NOAH,23.13,2022-03-07
IDA,111.05,2022-03-07
MED,177.27,2022-03-07
FRBK,5.16,2022-03-07
PEBO,31.35,2022-03-07
IWN,154.56,2022-03-07
LOB,55.55,2022-03-07
ETJ,9.58,2022-03-07
FMHI,53.12,2022-03-07
MCRI,76.96,2022-03-07
NSL,5.56,2022-03-07
CRNT,1.95,2022-03-07
WMK,72.68,2022-03-07
IDT,31.8,2022-03-07
INSG,4.79,2022-03-07
SDIV,10.44,2022-03-07
TNP,10.42,2022-03-07
NGS,12.64,2022-03-07
CPSI,34.44,2022-03-07
AGS,7.2,2022-03-07
SCPH,4.92,2022-03-07
GPRK,15.32,2022-03-07
CDXC,2.5,2022-03-07
BBSI,72.57,2022-03-07
FOR,17.36,2022-03-07
PPT,3.88,2022-03-07
VLRS,13.69,2022-03-07
ASMB,1.52,2022-03-07
CIR,23.83,2022-03-07
FARO,53.82,2022-03-07
THR,17.68,2022-03-07
PWV,46.72,2022-03-07
RNR,139.88,2022-03-07
VWTR,12.29,2022-03-07
CHE,483.38,2022-03-07
JRVR,21.75,2022-03-07
NBTB,37.72,2022-03-07
CMTL,19.55,2022-03-07
CRSP,55.2,2022-03-07
DHX,5.43,2022-03-07
EWO,18.63,2022-03-07
IVAC,5.05,2022-03-07
KFRC,68.61,2022-03-07
MUC,13.65,2022-03-07
CDTX,0.67,2022-03-07
CNOB,30.97,2022-03-07
GLAD,10.59,2022-03-07
PRF,162.64,2022-03-07
UFCS,27.55,2022-03-07
CCMP,178.48,2022-03-07
TRS,31.9,2022-03-07
NSP,85.31,2022-03-07
BBN,23.23,2022-03-07
NZF,15.34,2022-03-07
MEIP,2.01,2022-03-07
CLNE,7.44,2022-03-07
OMEX,6.06,2022-03-07
CBU,70.86,2022-03-07
XENT,27.25,2022-03-07
EVM,10.35,2022-03-07
IGV,314.24,2022-03-07
QUAL,125.05,2022-03-07
TCON,2.41,2022-03-07
VKI,10.85,2022-03-07
NX,22.82,2022-03-07
STRA,57.29,2022-03-07
EWZS,13.96,2022-03-07
JAKK,14.74,2022-03-07
NERV,0.63,2022-03-07
EARN,9.6,2022-03-07
ATNX,0.85,2022-03-07
NYMX,1.83,2022-03-07
ALNA,0.5,2022-03-07
MYO,7.09,2022-03-07
PDFS,26.15,2022-03-07
MVIS,4.16,2022-03-07
TBK,89.75,2022-03-07
DWX,36.57,2022-03-07
PFSI,57.72,2022-03-07
AQN,14.99,2022-03-07
CHIQ,19.62,2022-03-07
FIBK,38.1,2022-03-07
DEUS,43.32,2022-03-07
EDD,4.77,2022-03-07
FEI,7.95,2022-03-07
MARK,0.69,2022-03-07
MCA,13.61,2022-03-07
OPTN,2.75,2022-03-07
TLH,141.5,2022-03-07
VOC,7.6,2022-03-07
SRV,33.48,2022-03-07
ETO,26.68,2022-03-07
FCG,23.59,2022-03-07
BLCM,1.49,2022-03-07
FFIN,44.85,2022-03-07
RGNX,27.53,2022-03-07
APPF,114.88,2022-03-07
KE,18.62,2022-03-07
ASR,186.4,2022-03-07
MBRX,1.27,2022-03-07
AFMD,4.11,2022-03-07
ASYS,9.74,2022-03-07
APEI,20.66,2022-03-07
PSB,161.02,2022-03-07
GORO,2.14,2022-03-07
MN,8.28,2022-03-07
AFI,1.36,2022-03-07
TECL,46.69,2022-03-07
VICR,73.01,2022-03-07
MORN,255.56,2022-03-07
EIGR,4.07,2022-03-07
ATRC,64.46,2022-03-07
EMLP,26.86,2022-03-07
ICD,5.03,2022-03-07
CW,154.44,2022-03-07
IWR,72.49,2022-03-07
APLS,42.71,2022-03-07
CFO,70.07,2022-03-07
ILTB,65.31,2022-03-07
ALE,65.2,2022-03-07
Y,610.84,2022-03-07
HZN,4.91,2022-03-07
UEIC,32.24,2022-03-07
AUTO,2.16,2022-03-07
CKPT,1.53,2022-03-07
HTBI,29.43,2022-03-07
IDN,3.17,2022-03-07
KOF,51.21,2022-03-07
LYTS,6.51,2022-03-07
PHI,35.05,2022-03-07
SPHB,68.69,2022-03-07
CTR,27.65,2022-03-07
MFL,12.83,2022-03-07
YINN,5.19,2022-03-07
ORA,72.86,2022-03-07
CMPR,61.73,2022-03-07
ESTE,14.15,2022-03-07
SHM,48.12,2022-03-07
VKQ,11.66,2022-03-07
SRDX,43.19,2022-03-07
OCUL,5.05,2022-03-07
WSBC,34.52,2022-03-07
PFBC,72.57,2022-03-07
CARG,37.96,2022-03-07
EMAN,1.18,2022-03-07
EPZM,1.45,2022-03-07
WMC,1.73,2022-03-07
TAN,69.99,2022-03-07
LX,3.08,2022-03-07
AIMC,38.14,2022-03-07
CHI,12.52,2022-03-07
LEJU,0.58,2022-03-07
SCHH,47.23,2022-03-07
SIVR,24.7,2022-03-07
NCZ,4.21,2022-03-07
UTF,26.96,2022-03-07
IBND,31.75,2022-03-07
GHY,13.36,2022-03-07
HMTV,5.29,2022-03-07
PAC,124.12,2022-03-07
CTEK,1.36,2022-03-07
IWS,112.41,2022-03-07
PLX,0.85,2022-03-07
IEI,126.17,2022-03-07
NVEE,128.3,2022-03-07
ATRO,12.88,2022-03-07
CFRX,3.12,2022-03-07
AZZ,50.02,2022-03-07
SJT,7.53,2022-03-07
DX,15.56,2022-03-07
IO,1.39,2022-03-07
VO,221.24,2022-03-07
IWV,243.55,2022-03-07
BLX,14.98,2022-03-07
ENSG,85.99,2022-03-07
CYBE,35.47,2022-03-07
EFC,17.39,2022-03-07
ACP,9.81,2022-03-07
AMTX,12.44,2022-03-07
ICL,11.95,2022-03-07
PHD,10.61,2022-03-07
RWLK,0.99,2022-03-07
NBEV,0.57,2022-03-07
TDTT,26.39,2022-03-07
ECOL,47.41,2022-03-07
SMHI,5.61,2022-03-07
SHEN,20.54,2022-03-07
ITI,2.93,2022-03-07
HNI,37.29,2022-03-07
LPTX,1.74,2022-03-07
NEU,318.87,2022-03-07
FSS,33.72,2022-03-07
IWP,91.18,2022-03-07
HCI,58.27,2022-03-07
NXRT,90.76,2022-03-07
QQQX,25.2,2022-03-07
FRPH,57.26,2022-03-07
GUSH,146.78,2022-03-07
ISD,14.46,2022-03-07
IWY,142.65,2022-03-07
MRIN,2.85,2022-03-07
NVG,15.73,2022-03-07
PHT,8.26,2022-03-07
PIM,3.49,2022-03-07
PRTS,7.56,2022-03-07
TYG,31.92,2022-03-07
VBTX,36.65,2022-03-07
FRO,10.33,2022-03-07
HY,35.12,2022-03-07
BCPC,134.13,2022-03-07
CLH,97.89,2022-03-07
USNA,85.12,2022-03-07
OTTR,62.29,2022-03-07
CTO,64.82,2022-03-07
VBIV,1.33,2022-03-07
BIZD,17.2,2022-03-07
EPHE,31.31,2022-03-07
TBPH,9.68,2022-03-07
WPP,59.27,2022-03-07
PAHC,20.6,2022-03-07
QUIK,4.86,2022-03-07
FNDX,55.66,2022-03-07
ALDX,3.75,2022-03-07
IFN,18.35,2022-03-07
ONTX,1.5,2022-03-07
RYE,65.16,2022-03-07
TREC,8.79,2022-03-07
WWR,2.04,2022-03-07
MATX,104.21,2022-03-07
ANGL,30.2,2022-03-07
HCKT,20.6,2022-03-07
WSBF,19.65,2022-03-07
PKE,13.79,2022-03-07
JRS,11.37,2022-03-07
MAXR,33.4,2022-03-07
JAGX,0.38,2022-03-07
CSII,21.13,2022-03-07
OXM,82.87,2022-03-07
FXP,51.12,2022-03-07
PFLT,12.89,2022-03-07
CMT,8.33,2022-03-07
ALGT,133.63,2022-03-07
MFIN,8.5,2022-03-07
QYLD,19.4,2022-03-07
LABU,13.34,2022-03-07
FNHC,1.13,2022-03-07
FSV,133.8,2022-03-07
PFXF,19.72,2022-03-07
RDI,4.06,2022-03-07
SMLP,14.56,2022-03-07
HTBK,11.39,2022-03-07
CLXT,1.05,2022-03-07
KNSL,206.07,2022-03-07
DDM,65.17,2022-03-07
METC,17.28,2022-03-07
STIP,106.48,2022-03-07
NEOG,35.5,2022-03-07
GTY,27.13,2022-03-07
WTS,138.95,2022-03-07
BFZ,12.92,2022-03-07
HMST,49.9,2022-03-07
FFIC,23.24,2022-03-07
ECOM,16.99,2022-03-07
GALT,1.75,2022-03-07
BBW,17.66,2022-03-07
IMKTA,88.39,2022-03-07
SPSM,40.57,2022-03-07
NRK,12.5,2022-03-07
RAIL,3.33,2022-03-07
KSA,47.02,2022-03-07
INPX,0.29,2022-03-07
INDB,81.69,2022-03-07
IWO,237.91,2022-03-07
GSLC,83.32,2022-03-07
AUPH,10.67,2022-03-07
AVK,14.85,2022-03-07
HIO,4.52,2022-03-07
NMZ,13.69,2022-03-07
PTY,14.84,2022-03-07
TR,34.96,2022-03-07
CABO,1434.08,2022-03-07
LCUT,12.5,2022-03-07
IDOG,26.25,2022-03-07
BWX,26.68,2022-03-07
ERIE,170.2,2022-03-07
AAC,9.76,2022-03-07
BCX,10.55,2022-03-07
GIM,4.92,2022-03-07
HSTM,20.43,2022-03-07
EEMV,59.37,2022-03-07
AGM,115.29,2022-03-07
DFFN,0.22,2022-03-07
VIVE,0.81,2022-03-07
UMH,24.44,2022-03-07
FIX,83.99,2022-03-07
FDUS,19.8,2022-03-07
ANAT,188.86,2022-03-07
CIVB,23.99,2022-03-07
RKDA,1.27,2022-03-07
XSLV,48.26,2022-03-07
OFIX,34.86,2022-03-07
KVHI,8.92,2022-03-07
TTGT,70.34,2022-03-07
HQH,19.4,2022-03-07
IWX,67.07,2022-03-07
ARCB,80.09,2022-03-07
WABC,58.67,2022-03-07
ACRX,0.38,2022-03-07
CAF,16.92,2022-03-07
DXJS,40.4,2022-03-07
GLMD,1.34,2022-03-07
GLOP,3.99,2022-03-07
ITM,48.99,2022-03-07
LODE,1.64,2022-03-07
MDWD,1.92,2022-03-07
MG,6.28,2022-03-07
NOVN,3.27,2022-03-07
OIA,7.19,2022-03-07
PCK,8.05,2022-03-07
TANH,1.88,2022-03-07
TEI,6.38,2022-03-07
TTT,35.28,2022-03-07
VHC,1.8,2022-03-07
ZSAN,0.16,2022-03-07
BKF,36.62,2022-03-07
VHI,22.87,2022-03-07
PUK,26.47,2022-03-07
CCXI,23.53,2022-03-07
UBFO,8.25,2022-03-07
CNXN,50.65,2022-03-07
FRST,13.83,2022-03-07
DLB,71.0,2022-03-07
HAYN,40.4,2022-03-07
TCX,62.95,2022-03-07
TPB,31.07,2022-03-07
CII,19.51,2022-03-07
DWM,48.63,2022-03-07
SPMD,44.15,2022-03-07
SPLG,49.35,2022-03-07
MACK,5.85,2022-03-07
ACST,1.07,2022-03-07
THQ,21.35,2022-03-07
EZM,51.61,2022-03-07
MCR,7.26,2022-03-07
IYW,93.02,2022-03-07
BTO,40.2,2022-03-07
FFWM,25.07,2022-03-07
BLOK,29.56,2022-03-07
BIP,59.5,2022-03-07
CAC,50.57,2022-03-07
NATH,54.67,2022-03-07
ANDE,46.58,2022-03-07
WIW,12.37,2022-03-07
MCS,16.89,2022-03-07
GOOD,21.3,2022-03-07
CIA,4.25,2022-03-07
CLW,28.4,2022-03-07
AMRK,71.02,2022-03-07
ATHX,0.8,2022-03-07
CCD,24.81,2022-03-07
CEM,31.78,2022-03-07
COOL,9.79,2022-03-07
DGII,19.5,2022-03-07
GMRE,15.11,2022-03-07
IHD,6.22,2022-03-07
IXN,52.37,2022-03-07
KRYS,55.87,2022-03-07
NTIP,2.6,2022-03-07
ORN,2.2,2022-03-07
PEY,21.28,2022-03-07
PLXP,4.54,2022-03-07
SLGL,7.39,2022-03-07
VLGEA,24.24,2022-03-07
YTRA,1.48,2022-03-07
JO,60.5,2022-03-07
MKL,1218.98,2022-03-07
FNDB,54.98,2022-03-07
EOI,17.76,2022-03-07
WRLD,176.3,2022-03-07
QAI,30.24,2022-03-07
FICO,477.02,2022-03-07
GRC,38.9,2022-03-07
OLP,30.13,2022-03-07
PZN,7.97,2022-03-07
SYBT,51.17,2022-03-07
FTF,7.51,2022-03-07
HWKN,44.9,2022-03-07
PICB,25.27,2022-03-07
DHY,2.2,2022-03-07
SJW,68.6,2022-03-07
GFF,22.36,2022-03-07
LRGF,42.25,2022-03-07
DRIP,2.86,2022-03-07
CHY,13.56,2022-03-07
LEO,7.49,2022-03-07
CEVA,37.68,2022-03-07
AGX,40.75,2022-03-07
XOMA,21.53,2022-03-07
SMP,43.48,2022-03-07
NVIV,0.29,2022-03-07
AIA,66.0,2022-03-07
EFZ,20.75,2022-03-07
GNK,20.75,2022-03-07
HCCI,27.53,2022-03-07
HQL,15.85,2022-03-07
IGI,19.02,2022-03-07
ILPT,21.99,2022-03-07
KIDS,53.54,2022-03-07
PFN,8.85,2022-03-07
PULM,6.33,2022-03-07
SCYX,3.71,2022-03-07
SECO,0.36,2022-03-07
XPL,0.72,2022-03-07
CHW,8.23,2022-03-07
EIG,40.77,2022-03-07
BST,40.78,2022-03-07
CHCO,77.29,2022-03-07
STK,29.16,2022-03-07
IBCP,22.63,2022-03-07
DNP,11.56,2022-03-07
INSW,18.61,2022-03-07
NCV,4.77,2022-03-07
PCN,15.78,2022-03-07
CHT,43.06,2022-03-07
EAD,7.84,2022-03-07
MBWM,36.11,2022-03-07
ETW,9.64,2022-03-07
RCKY,44.94,2022-03-07
KAMN,42.5,2022-03-07
USM,29.3,2022-03-07
POWI,84.68,2022-03-07
TDW,17.73,2022-03-07
HIL,1.86,2022-03-07
NAD,14.15,2022-03-07
OOMA,14.81,2022-03-07
NTRA,52.53,2022-03-07
PGC,36.49,2022-03-07
EPV,16.26,2022-03-07
UVE,12.55,2022-03-07
ATAX,6.13,2022-03-07
BTZ,12.69,2022-03-07
CXE,4.49,2022-03-07
DPG,14.73,2022-03-07
FFC,18.69,2022-03-07
FPF,20.69,2022-03-07
FXF,97.13,2022-03-07
FXN,15.21,2022-03-07
MBOT,5.11,2022-03-07
MIXT,11.52,2022-03-07
