sentiment_id,date_id,stat,created_at,updated_at
1,43039,45.05,2017-11-02 08:00:00.000 +0800,2022-03-11 17:13:33.082 +0800
1,43032,39.64,2017-10-26 08:00:00.000 +0800,2022-03-11 17:13:33.082 +0800
1,43025,37.93,2017-10-19 08:00:00.000 +0800,2022-03-11 17:13:33.082 +0800
1,43018,39.77,2017-10-12 08:00:00.000 +0800,2022-03-11 17:13:33.082 +0800
1,43011,35.6,2017-10-05 08:00:00.000 +0800,2022-03-11 17:13:33.082 +0800
1,43004,33.33,2017-09-28 08:00:00.000 +0800,2022-03-11 17:13:33.082 +0800
1,42997,40.14,2017-09-21 08:00:00.000 +0800,2022-03-11 17:13:33.082 +0800
1,42990,41.29,2017-09-14 08:00:00.000 +0800,2022-03-11 17:13:33.082 +0800
1,42983,29.28,2017-09-07 08:00:00.000 +0800,2022-03-11 17:13:33.082 +0800
1,42976,25,2017-08-31 08:00:00.000 +0800,2022-03-11 17:13:33.082 +0800
1,42969,28.1,2017-08-24 08:00:00.000 +0800,2022-03-11 17:13:33.082 +0800
1,42962,34.17,2017-08-17 08:00:00.000 +0800,2022-03-11 17:13:33.082 +0800
1,42955,33.67,2017-08-10 08:00:00.000 +0800,2022-03-11 17:13:33.082 +0800
1,42948,36.11,2017-08-03 08:00:00.000 +0800,2022-03-11 17:13:33.082 +0800
1,42941,34.46,2017-07-27 08:00:00.000 +0800,2022-03-11 17:13:33.082 +0800
1,42934,35.48,2017-07-20 08:00:00.000 +0800,2022-03-11 17:13:33.082 +0800
1,42927,28.24,2017-07-13 08:00:00.000 +0800,2022-03-11 17:13:33.082 +0800
1,42920,29.58,2017-07-06 08:00:00.000 +0800,2022-03-11 17:13:33.082 +0800
1,42913,29.71,2017-06-29 08:00:00.000 +0800,2022-03-11 17:13:33.082 +0800
1,42906,32.65,2017-06-22 08:00:00.000 +0800,2022-03-11 17:13:33.082 +0800
1,42899,32.27,2017-06-15 08:00:00.000 +0800,2022-03-11 17:13:33.082 +0800
1,42892,35.43,2017-06-08 08:00:00.000 +0800,2022-03-11 17:13:33.082 +0800
1,42885,26.92,2017-06-01 08:00:00.000 +0800,2022-03-11 17:13:33.082 +0800
1,42878,32.86,2017-05-25 08:00:00.000 +0800,2022-03-11 17:13:33.082 +0800
1,42871,23.85,2017-05-18 08:00:00.000 +0800,2022-03-11 17:13:33.082 +0800
1,42864,32.73,2017-05-11 08:00:00.000 +0800,2022-03-11 17:13:33.082 +0800
1,42857,38.07,2017-05-04 08:00:00.000 +0800,2022-03-11 17:13:33.082 +0800
1,42850,38.05,2017-04-27 08:00:00.000 +0800,2022-03-11 17:13:33.082 +0800
1,42843,25.71,2017-04-20 08:00:00.000 +0800,2022-03-11 17:13:33.082 +0800
1,42836,28.97,2017-04-13 08:00:00.000 +0800,2022-03-11 17:13:33.082 +0800
1,42829,28.3,2017-04-06 08:00:00.000 +0800,2022-03-11 17:13:33.082 +0800
1,42822,30.22,2017-03-30 08:00:00.000 +0800,2022-03-11 17:13:33.082 +0800
1,42815,35.28,2017-03-23 08:00:00.000 +0800,2022-03-11 17:13:33.082 +0800
1,42808,31.17,2017-03-16 08:00:00.000 +0800,2022-03-11 17:13:33.082 +0800
1,42801,30,2017-03-09 08:00:00.000 +0800,2022-03-11 17:13:33.082 +0800
1,42794,37.91,2017-03-02 08:00:00.000 +0800,2022-03-11 17:13:33.082 +0800
1,42787,38.46,2017-02-23 08:00:00.000 +0800,2022-03-11 17:13:33.082 +0800
1,42780,33.09,2017-02-16 08:00:00.000 +0800,2022-03-11 17:13:33.082 +0800
1,42773,35.8,2017-02-09 08:00:00.000 +0800,2022-03-11 17:13:33.082 +0800
1,42766,32.8,2017-02-02 08:00:00.000 +0800,2022-03-11 17:13:33.082 +0800
1,42759,31.58,2017-01-26 08:00:00.000 +0800,2022-03-11 17:13:33.082 +0800
1,42752,37.01,2017-01-19 08:00:00.000 +0800,2022-03-11 17:13:33.082 +0800
1,42745,43.64,2017-01-12 08:00:00.000 +0800,2022-03-11 17:13:33.082 +0800
1,42738,46.2,2017-01-05 08:00:00.000 +0800,2022-03-11 17:13:33.082 +0800
1,42731,45.57,2016-12-29 08:00:00.000 +0800,2022-03-11 17:13:33.082 +0800
1,42724,44.61,2016-12-22 08:00:00.000 +0800,2022-03-11 17:13:33.082 +0800
1,42717,44.66,2016-12-15 08:00:00.000 +0800,2022-03-11 17:13:33.082 +0800
1,42710,43.12,2016-12-08 08:00:00.000 +0800,2022-03-11 17:13:33.082 +0800
1,42703,43.78,2016-12-01 08:00:00.000 +0800,2022-03-11 17:13:33.082 +0800
1,42696,49.89,2016-11-24 08:00:00.000 +0800,2022-03-11 17:13:33.082 +0800
1,42689,46.65,2016-11-17 08:00:00.000 +0800,2022-03-11 17:13:33.082 +0800
1,42682,38.89,2016-11-10 08:00:00.000 +0800,2022-03-11 17:13:33.082 +0800
1,42675,23.64,2016-11-03 08:00:00.000 +0800,2022-03-11 17:13:33.082 +0800
1,42668,24.75,2016-10-27 08:00:00.000 +0800,2022-03-11 17:13:33.082 +0800
1,42661,23.74,2016-10-20 08:00:00.000 +0800,2022-03-11 17:13:33.082 +0800
1,42654,25.47,2016-10-13 08:00:00.000 +0800,2022-03-11 17:13:33.082 +0800
1,42647,28.79,2016-10-06 08:00:00.000 +0800,2022-03-11 17:13:33.082 +0800
1,42640,24,2016-09-29 08:00:00.000 +0800,2022-03-11 17:13:33.082 +0800
1,42633,24.83,2016-09-22 08:00:00.000 +0800,2022-03-11 17:13:33.082 +0800
1,42626,27.94,2016-09-15 08:00:00.000 +0800,2022-03-11 17:13:33.082 +0800
1,42619,29.75,2016-09-08 08:00:00.000 +0800,2022-03-11 17:13:33.082 +0800
1,42612,28.6,2016-09-01 08:00:00.000 +0800,2022-03-11 17:13:33.082 +0800
1,42605,29.42,2016-08-25 08:00:00.000 +0800,2022-03-11 17:13:33.082 +0800
1,42598,35.56,2016-08-18 08:00:00.000 +0800,2022-03-11 17:13:33.082 +0800
1,42591,31.29,2016-08-11 08:00:00.000 +0800,2022-03-11 17:13:33.082 +0800
1,42584,29.79,2016-08-04 08:00:00.000 +0800,2022-03-11 17:13:33.082 +0800
