ticker,price,date
JBT,109.26,2022-03-06
PJT,58.42,2022-03-06
BKE,35.78,2022-03-06
RHP,86.27,2022-03-06
IRTC,134.95,2022-03-06
ADC,65.8,2022-03-06
SMIN,52.25,2022-03-06
ENVA,38.88,2022-03-06
QTNT,1.16,2022-03-06
CMRE,14.2,2022-03-06
EGAN,11.55,2022-03-06
ZGNX,26.68,2022-03-06
TPIC,12.07,2022-03-06
ARW,119.02,2022-03-06
NEA,14.05,2022-03-06
TA,39.34,2022-03-06
AMG,129.17,2022-03-06
FRTA,23.55,2022-03-06
EFV,47.09,2022-03-06
PI,60.11,2022-03-06
NMR,4.38,2022-03-06
FPE,19.07,2022-03-06
BLV,95.27,2022-03-06
MNRO,46.16,2022-03-06
CWI,26.32,2022-03-06
FMBI,21.51,2022-03-06
ACLS,61.63,2022-03-06
ITCI,55.09,2022-03-06
LSI,135.11,2022-03-06
NOBL,92.84,2022-03-06
VIVO,25.53,2022-03-06
MCHX,1.88,2022-03-06
EPR,51.77,2022-03-06
GEM,33.93,2022-03-06
IGD,5.77,2022-03-06
EWS,19.23,2022-03-06
CRAI,89.57,2022-03-06
DSGX,69.06,2022-03-06
CTIC,3.94,2022-03-06
GUT,8.05,2022-03-06
AIT,100.52,2022-03-06
HCM,21.57,2022-03-06
TREE,97.98,2022-03-06
MODN,23.69,2022-03-06
OUNZ,19.12,2022-03-06
CTSO,3.88,2022-03-06
KIE,39.06,2022-03-06
SNX,103.95,2022-03-06
ACOR,2.14,2022-03-06
PCTY,193.58,2022-03-06
TX,41.04,2022-03-06
BSAC,20.3,2022-03-06
ALIM,4.79,2022-03-06
LILAK,9.74,2022-03-06
PTR,55.84,2022-03-06
ASUR,7.0,2022-03-06
UTG,33.19,2022-03-06
SSL,24.27,2022-03-06
GSS,3.9,2022-03-06
HMN,41.18,2022-03-06
VMBS,51.5,2022-03-06
NTLA,65.04,2022-03-06
AEHR,11.84,2022-03-06
BMI,97.62,2022-03-06
CHCT,43.66,2022-03-06
MSBI,28.94,2022-03-06
HLNE,77.91,2022-03-06
XES,69.0,2022-03-06
HHC,91.27,2022-03-06
DLS,66.24,2022-03-06
PMT,15.78,2022-03-06
APPS,40.72,2022-03-06
SHAK,68.25,2022-03-06
GOLF,43.13,2022-03-06
WTTR,9.61,2022-03-06
VYGR,3.7,2022-03-06
DOOR,93.47,2022-03-06
LGND,96.92,2022-03-06
CENTA,43.37,2022-03-06
EGP,194.37,2022-03-06
SNPS,309.06,2022-03-06
FCEL,5.44,2022-03-06
PSO,8.17,2022-03-06
AOD,9.38,2022-03-06
EEX,3.6,2022-03-06
UIHC,3.42,2022-03-06
VCV,11.85,2022-03-06
BIO,582.54,2022-03-06
E,28.72,2022-03-06
MIME,79.72,2022-03-06
KRC,71.87,2022-03-06
RVNC,15.25,2022-03-06
NATI,39.42,2022-03-06
ACCO,8.63,2022-03-06
PLXS,80.46,2022-03-06
TRNO,70.18,2022-03-06
ASGN,108.33,2022-03-06
CVNA,103.84,2022-03-06
MANT,85.76,2022-03-06
FEN,15.99,2022-03-06
OMAB,55.63,2022-03-06
VNOM,30.04,2022-03-06
TCPC,14.08,2022-03-06
IBTX,75.6,2022-03-06
FWONA,53.45,2022-03-06
GER,12.11,2022-03-06
QTRX,29.71,2022-03-06
ZEAL,13.03,2022-03-06
ATKR,101.24,2022-03-06
UHAL,576.55,2022-03-06
SJR,30.14,2022-03-06
SA,18.14,2022-03-06
BCOV,7.18,2022-03-06
ACBI,32.34,2022-03-06
CVBF,23.24,2022-03-06
NGVT,63.09,2022-03-06
BY,27.32,2022-03-06
LSXMA,46.92,2022-03-06
PATK,69.68,2022-03-06
AGQ,41.54,2022-03-06
INUV,0.44,2022-03-06
VBLT,1.39,2022-03-06
VMI,215.47,2022-03-06
BPMC,57.04,2022-03-06
SASR,45.54,2022-03-06
NBRV,0.43,2022-03-06
PGAL,9.83,2022-03-06
TVTY,29.8,2022-03-06
VGT,390.16,2022-03-06
FCN,149.71,2022-03-06
ATOM,14.03,2022-03-06
WEX,161.97,2022-03-06
NXST,183.19,2022-03-06
CURO,12.02,2022-03-06
KODK,4.56,2022-03-06
MTRN,82.78,2022-03-06
TECH,417.59,2022-03-06
WING,136.97,2022-03-06
HAFC,24.64,2022-03-06
ADES,6.16,2022-03-06
ATRA,8.85,2022-03-06
BOOM,26.89,2022-03-06
GLYC,1.07,2022-03-06
SPH,14.88,2022-03-06
NEWR,61.19,2022-03-06
VCRA,79.13,2022-03-06
SHV,110.3,2022-03-06
FXE,101.45,2022-03-06
BZH,16.85,2022-03-06
PRI,125.43,2022-03-06
FTSM,59.67,2022-03-06
EXLS,123.26,2022-03-06
QLYS,128.26,2022-03-06
QURE,15.78,2022-03-06
STAR,24.18,2022-03-06
CLSD,1.39,2022-03-06
FNDE,28.06,2022-03-06
ICUI,242.93,2022-03-06
WVE,2.32,2022-03-06
MNTX,8.06,2022-03-06
LSTR,156.59,2022-03-06
LTC,34.92,2022-03-06
ELS,77.69,2022-03-06
TGS,6.38,2022-03-06
CDR,28.3,2022-03-06
VGZ,0.87,2022-03-06
BIF,13.95,2022-03-06
IGHG,70.43,2022-03-06
NAK,0.36,2022-03-06
ASIX,42.83,2022-03-06
SYBX,2.1,2022-03-06
TEO,4.91,2022-03-06
WASH,53.35,2022-03-06
RMNI,5.54,2022-03-06
LMAT,48.45,2022-03-06
ZEPP,3.2,2022-03-06
SRT,4.3,2022-03-06
CBZ,39.16,2022-03-06
BLRX,1.55,2022-03-06
KIRK,13.24,2022-03-06
CDZI,2.1,2022-03-06
SAIA,264.7,2022-03-06
CRMD,4.47,2022-03-06
PIN,24.07,2022-03-06
RQI,16.17,2022-03-06
THM,1.04,2022-03-06
SHY,84.54,2022-03-06
OGS,87.36,2022-03-06
RWO,52.12,2022-03-06
AY,35.2,2022-03-06
VSS,118.83,2022-03-06
SCHM,73.4,2022-03-06
CIO,16.97,2022-03-06
THD,79.4,2022-03-06
ADUS,81.77,2022-03-06
FTEC,115.41,2022-03-06
LBAI,17.42,2022-03-06
NWE,61.8,2022-03-06
POLY,26.97,2022-03-06
GOL,5.89,2022-03-06
ELF,25.12,2022-03-06
VAC,148.75,2022-03-06
OMCL,134.68,2022-03-06
UFPI,84.36,2022-03-06
IBOC,41.17,2022-03-06
VEC,46.29,2022-03-06
WBK,14.2,2022-03-06
CSQ,16.68,2022-03-06
HELE,205.38,2022-03-06
IIF,23.77,2022-03-06
NIB,29.43,2022-03-06
XSPA,1.03,2022-03-06
BRG,26.6,2022-03-06
GSV,0.46,2022-03-06
AIR,43.81,2022-03-06
MINT,100.93,2022-03-06
EBR,6.82,2022-03-06
TRVG,2.06,2022-03-06
SIEN,2.64,2022-03-06
HASI,49.09,2022-03-06
CVI,18.15,2022-03-06
CPLP,15.12,2022-03-06
JOBS,56.2,2022-03-06
SPAB,28.63,2022-03-06
AWF,10.89,2022-03-06
FBK,43.24,2022-03-06
IYZ,29.84,2022-03-06
FAX,3.49,2022-03-06
SHYG,43.85,2022-03-06
NICE,226.51,2022-03-06
KALU,95.13,2022-03-06
ACC,54.68,2022-03-06
RELX,29.91,2022-03-06
CAMP,6.81,2022-03-06
ASPS,10.59,2022-03-06
RGS,1.61,2022-03-06
BNO,32.77,2022-03-06
ACWV,102.38,2022-03-06
ITGR,80.92,2022-03-06
CGBD,14.22,2022-03-06
EWN,38.65,2022-03-06
RGEN,178.8,2022-03-06
KRO,14.68,2022-03-06
SB,4.27,2022-03-06
AOSL,46.92,2022-03-06
CVGW,43.49,2022-03-06
DSKE,12.27,2022-03-06
DGICA,13.55,2022-03-06
CCO,3.52,2022-03-06
GXC,92.32,2022-03-06
SILC,40.0,2022-03-06
RGLD,128.55,2022-03-06
GBDC,15.65,2022-03-06
IFGL,26.24,2022-03-06
EBS,41.59,2022-03-06
EURN,11.13,2022-03-06
QTWO,60.2,2022-03-06
SNLN,15.65,2022-03-06
SAGE,33.93,2022-03-06
NOA,15.53,2022-03-06
APVO,5.3,2022-03-06
CALX,48.52,2022-03-06
PLAB,18.1,2022-03-06
AGYS,40.84,2022-03-06
AHT,7.31,2022-03-06
CALA,0.45,2022-03-06
TGH,35.55,2022-03-06
CG,43.64,2022-03-06
EVA,79.3,2022-03-06
RPV,82.84,2022-03-06
ATR,120.19,2022-03-06
TRST,33.45,2022-03-06
TEDU,2.5,2022-03-06
FWRD,102.8,2022-03-06
ABG,190.85,2022-03-06
LBC,13.15,2022-03-06
MARA,22.82,2022-03-06
DS,1.21,2022-03-06
FLIC,21.32,2022-03-06
ARDX,0.92,2022-03-06
ARR,8.27,2022-03-06
ADAP,2.05,2022-03-06
BIL,91.42,2022-03-06
ATGE,22.54,2022-03-06
WHD,54.74,2022-03-06
BSV,79.44,2022-03-06
LECO,128.42,2022-03-06
PID,18.87,2022-03-06
TRVN,0.44,2022-03-06
JPS,8.39,2022-03-06
SPHQ,48.53,2022-03-06
CATO,17.26,2022-03-06
SGOL,18.87,2022-03-06
MTX,66.82,2022-03-06
BOE,11.14,2022-03-06
FENG,0.68,2022-03-06
LJPC,4.25,2022-03-06
TREX,74.68,2022-03-06
FTS,47.4,2022-03-06
VV,198.87,2022-03-06
CCS,65.03,2022-03-06
CHUY,29.32,2022-03-06
FDN,175.95,2022-03-06
CLB,27.14,2022-03-06
CTRN,36.06,2022-03-06
VSTM,1.1,2022-03-06
UTI,8.8,2022-03-06
GPL,0.25,2022-03-06
INTT,10.38,2022-03-06
BGB,13.1,2022-03-06
IBP,98.28,2022-03-06
CENT,47.09,2022-03-06
SPTN,33.0,2022-03-06
NML,6.13,2022-03-06
NSIT,104.7,2022-03-06
AMRS,4.6,2022-03-06
EQBK,30.93,2022-03-06
SEAC,1.15,2022-03-06
RNGR,10.15,2022-03-06
ACWX,49.86,2022-03-06
ARGX,266.15,2022-03-06
RACE,198.41,2022-03-06
STKL,4.9,2022-03-06
VFH,91.18,2022-03-06
ROL,34.01,2022-03-06
KOP,28.18,2022-03-06
STAA,78.29,2022-03-06
LFUS,245.28,2022-03-06
CYBR,160.24,2022-03-06
APOG,45.13,2022-03-06
MPWR,413.78,2022-03-06
MBIN,27.66,2022-03-06
HI,47.12,2022-03-06
PZA,25.83,2022-03-06
FELE,83.0,2022-03-06
SSB,84.38,2022-03-06
BTCM,2.71,2022-03-06
ADMA,1.63,2022-03-06
ETY,13.59,2022-03-06
GLP,25.69,2022-03-06
ICLN,19.42,2022-03-06
ITRN,20.99,2022-03-06
RYB,1.3,2022-03-06
MAIN,42.7,2022-03-06
LANC,162.61,2022-03-06
CHDN,227.01,2022-03-06
DQ,47.63,2022-03-06
TYL,416.68,2022-03-06
AKTS,5.83,2022-03-06
SLP,40.94,2022-03-06
RICK,63.39,2022-03-06
AVAL,5.52,2022-03-06
ENTA,67.04,2022-03-06
DJP,37.96,2022-03-06
EXPO,97.37,2022-03-06
IXC,34.86,2022-03-06
INDY,42.95,2022-03-06
FRGI,9.63,2022-03-06
HBIO,5.42,2022-03-06
DAKT,4.47,2022-03-06
EFG,90.45,2022-03-06
AAON,54.32,2022-03-06
SKY,67.92,2022-03-06
FPL,6.2,2022-03-06
NSTG,35.9,2022-03-06
MOV,36.97,2022-03-06
GTS,35.99,2022-03-06
JRO,9.8,2022-03-06
CDMO,18.48,2022-03-06
ARC,3.64,2022-03-06
KFY,63.72,2022-03-06
CQQQ,51.15,2022-03-06
GIB,80.82,2022-03-06
MDY,477.19,2022-03-06
DFIN,30.1,2022-03-06
NNI,82.7,2022-03-06
FLDM,3.49,2022-03-06
COGT,5.87,2022-03-06
EVF,6.72,2022-03-06
IBDD,26.59,2022-03-06
NTG,36.46,2022-03-06
VYNT,1.11,2022-03-06
RMAX,28.74,2022-03-06
VCLT,95.5,2022-03-06
CRVS,1.53,2022-03-06
HRI,149.96,2022-03-06
PRLB,51.41,2022-03-06
BIT,16.04,2022-03-06
MMI,48.49,2022-03-06
CR,101.62,2022-03-06
CEQP,30.9,2022-03-06
CRWS,6.68,2022-03-06
LNN,137.31,2022-03-06
EDC,54.72,2022-03-06
TCBK,42.52,2022-03-06
SNDX,15.25,2022-03-06
INGN,34.79,2022-03-06
GDV,23.86,2022-03-06
GSBC,61.9,2022-03-06
PEN,222.87,2022-03-06
AGR,45.03,2022-03-06
ANIP,36.27,2022-03-06
CETX,0.65,2022-03-06
FXC,76.91,2022-03-06
GNCA,1.08,2022-03-06
LQDT,17.06,2022-03-06
SCJ,70.82,2022-03-06
TKC,3.59,2022-03-06
VMO,11.91,2022-03-06
CRK,9.52,2022-03-06
FATE,32.47,2022-03-06
NWN,55.98,2022-03-06
OSS,3.92,2022-03-06
TSQ,11.57,2022-03-06
CODI,24.31,2022-03-06
RDVY,48.37,2022-03-06
PBPB,5.99,2022-03-06
CRF,13.77,2022-03-06
IGR,8.23,2022-03-06
TACO,12.51,2022-03-06
AVAV,74.24,2022-03-06
SPEM,38.2,2022-03-06
IPGP,105.2,2022-03-06
TTOO,0.4,2022-03-06
SAM,376.13,2022-03-06
DSX,5.0,2022-03-06
IIPR,182.48,2022-03-06
AMPH,28.63,2022-03-06
CNMD,142.81,2022-03-06
DOG,33.91,2022-03-06
HEQ,12.74,2022-03-06
NDLS,6.28,2022-03-06
VWOB,68.14,2022-03-06
ABCB,46.77,2022-03-06
BPMP,16.05,2022-03-06
CEN,17.12,2022-03-06
CYTK,35.79,2022-03-06
NTGR,26.18,2022-03-06
ITA,109.33,2022-03-06
FONR,17.9,2022-03-06
UNF,177.82,2022-03-06
RDWR,33.84,2022-03-06
JDST,7.99,2022-03-06
FTXO,32.5,2022-03-06
GIFI,3.73,2022-03-06
BGSF,13.95,2022-03-06
CACC,535.31,2022-03-06
EMO,26.75,2022-03-06
OSIS,81.74,2022-03-06
NEP,80.14,2022-03-06
EPM,7.89,2022-03-06
CNA,45.15,2022-03-06
CRY,17.88,2022-03-06
SRLN,44.91,2022-03-06
FXY,81.68,2022-03-06
LAUR,11.36,2022-03-06
SSD,117.42,2022-03-06
AMBC,12.74,2022-03-06
TSLX,23.35,2022-03-06
DON,43.64,2022-03-06
OXLC,7.65,2022-03-06
TWM,15.55,2022-03-06
IYF,82.16,2022-03-06
TNC,79.39,2022-03-06
EIM,12.16,2022-03-06
PNNT,7.83,2022-03-06
AGIO,31.53,2022-03-06
UGP,2.78,2022-03-06
CO,4.17,2022-03-06
VCSH,79.32,2022-03-06
TDY,450.03,2022-03-06
SFE,5.6,2022-03-06
TRTX,11.74,2022-03-06
PHYS,15.47,2022-03-06
DFE,60.87,2022-03-06
RUTH,23.5,2022-03-06
SRCE,47.9,2022-03-06
HURN,47.6,2022-03-06
MNDO,2.9,2022-03-06
IGE,39.33,2022-03-06
SRI,19.06,2022-03-06
WLDN,33.6,2022-03-06
MEI,42.82,2022-03-06
SBSI,41.05,2022-03-06
OPTT,1.19,2022-03-06
WSC,36.63,2022-03-06
QCRH,54.85,2022-03-06
HSKA,147.63,2022-03-06
USPH,96.2,2022-03-06
JOE,56.7,2022-03-06
RMR,29.81,2022-03-06
CARA,10.7,2022-03-06
CMRX,5.55,2022-03-06
WATT,1.04,2022-03-06
CEI,0.78,2022-03-06
TARO,47.75,2022-03-06
SOXL,34.77,2022-03-06
HIX,6.33,2022-03-06
SBCF,33.75,2022-03-06
TRTN,64.84,2022-03-06
NNBR,2.42,2022-03-06
SBT,6.66,2022-03-06
PARR,12.29,2022-03-06
MLPA,40.32,2022-03-06
SSTI,28.21,2022-03-06
ASA,23.14,2022-03-06
PRPO,1.55,2022-03-06
REX,90.69,2022-03-06
EXTN,6.23,2022-03-06
FRME,43.11,2022-03-06
IDCC,64.61,2022-03-06
TMV,61.27,2022-03-06
TUR,18.73,2022-03-06
AWP,6.1,2022-03-06
ROLL,196.14,2022-03-06
NSSC,20.17,2022-03-06
ECH,26.96,2022-03-06
NEO,19.52,2022-03-06
FPI,12.53,2022-03-06
GLOB,233.52,2022-03-06
EMKR,3.71,2022-03-06
BNED,5.03,2022-03-06
FBNC,43.0,2022-03-06
SLRC,18.41,2022-03-06
CPF,28.09,2022-03-06
FNCL,52.81,2022-03-06
DSL,14.53,2022-03-06
ISTB,49.26,2022-03-06
MTBC,5.05,2022-03-06
NEON,4.26,2022-03-06
NXE,5.08,2022-03-06
PBFX,13.61,2022-03-06
RCUS,33.88,2022-03-06
AMRC,63.19,2022-03-06
SD,15.65,2022-03-06
EGLE,55.37,2022-03-06
MTEM,2.39,2022-03-06
EGBN,58.54,2022-03-06
THG,143.37,2022-03-06
NOAH,23.45,2022-03-06
IDA,110.75,2022-03-06
MED,186.23,2022-03-06
FRBK,5.05,2022-03-06
PEBO,32.1,2022-03-06
IWN,157.79,2022-03-06
LOB,58.89,2022-03-06
ETJ,9.82,2022-03-06
FMHI,53.28,2022-03-06
MCRI,82.33,2022-03-06
NSL,5.68,2022-03-06
CRNT,2.03,2022-03-06
WMK,70.11,2022-03-06
IDT,32.87,2022-03-06
INSG,4.55,2022-03-06
SDIV,10.7,2022-03-06
TNP,10.04,2022-03-06
NGS,12.59,2022-03-06
CPSI,34.84,2022-03-06
AGS,7.66,2022-03-06
SCPH,5.17,2022-03-06
GPRK,15.47,2022-03-06
CDXC,2.55,2022-03-06
BBSI,73.43,2022-03-06
FOR,18.01,2022-03-06
PPT,3.95,2022-03-06
VLRS,16.02,2022-03-06
ASMB,1.49,2022-03-06
CIR,24.29,2022-03-06
FARO,53.6,2022-03-06
THR,17.4,2022-03-06
PWV,47.8,2022-03-06
RNR,144.53,2022-03-06
VWTR,13.04,2022-03-06
CHE,485.9,2022-03-06
JRVR,20.74,2022-03-06
NBTB,38.3,2022-03-06
CMTL,19.86,2022-03-06
CRSP,53.19,2022-03-06
DHX,5.75,2022-03-06
EWO,19.78,2022-03-06
IVAC,5.02,2022-03-06
KFRC,72.08,2022-03-06
MUC,13.89,2022-03-06
CDTX,0.69,2022-03-06
CNOB,32.2,2022-03-06
GLAD,10.87,2022-03-06
PRF,166.69,2022-03-06
UFCS,27.65,2022-03-06
CCMP,178.3,2022-03-06
TRS,32.24,2022-03-06
NSP,89.89,2022-03-06
BBN,23.5,2022-03-06
NZF,15.53,2022-03-06
MEIP,1.97,2022-03-06
CLNE,7.39,2022-03-06
OMEX,5.97,2022-03-06
CBU,72.55,2022-03-06
XENT,27.25,2022-03-06
EVM,10.45,2022-03-06
IGV,328.34,2022-03-06
QUAL,128.86,2022-03-06
TCON,2.38,2022-03-06
VKI,10.99,2022-03-06
NX,23.16,2022-03-06
STRA,58.28,2022-03-06
EWZS,14.7,2022-03-06
JAKK,16.27,2022-03-06
NERV,0.67,2022-03-06
EARN,9.73,2022-03-06
ATNX,0.82,2022-03-06
NYMX,2.0,2022-03-06
ALNA,0.54,2022-03-06
MYO,7.27,2022-03-06
PDFS,26.46,2022-03-06
MVIS,4.37,2022-03-06
TBK,93.07,2022-03-06
DWX,37.42,2022-03-06
PFSI,59.11,2022-03-06
AQN,14.7,2022-03-06
CHIQ,20.68,2022-03-06
FIBK,38.52,2022-03-06
DEUS,44.53,2022-03-06
EDD,4.93,2022-03-06
FEI,8.05,2022-03-06
MARK,0.74,2022-03-06
MCA,13.82,2022-03-06
OPTN,2.72,2022-03-06
TLH,142.65,2022-03-06
VOC,7.32,2022-03-06
SRV,33.74,2022-03-06
ETO,27.37,2022-03-06
FCG,23.35,2022-03-06
BLCM,1.53,2022-03-06
FFIN,46.18,2022-03-06
RGNX,27.6,2022-03-06
APPF,114.47,2022-03-06
KE,18.26,2022-03-06
ASR,202.97,2022-03-06
MBRX,1.32,2022-03-06
AFMD,4.09,2022-03-06
ASYS,10.02,2022-03-06
APEI,19.67,2022-03-06
PSB,161.76,2022-03-06
GORO,1.95,2022-03-06
MN,8.21,2022-03-06
AFI,1.43,2022-03-06
TECL,52.39,2022-03-06
VICR,72.59,2022-03-06
MORN,267.18,2022-03-06
EIGR,4.18,2022-03-06
ATRC,67.45,2022-03-06
EMLP,26.85,2022-03-06
ICD,4.31,2022-03-06
CW,155.88,2022-03-06
IWR,75.05,2022-03-06
APLS,43.51,2022-03-06
CFO,72.02,2022-03-06
ILTB,66.03,2022-03-06
ALE,64.91,2022-03-06
Y,654.25,2022-03-06
HZN,5.37,2022-03-06
UEIC,32.81,2022-03-06
AUTO,2.28,2022-03-06
CKPT,1.61,2022-03-06
HTBI,30.26,2022-03-06
IDN,2.99,2022-03-06
KOF,52.62,2022-03-06
LYTS,6.76,2022-03-06
PHI,35.2,2022-03-06
SPHB,72.41,2022-03-06
CTR,27.99,2022-03-06
MFL,13.2,2022-03-06
YINN,5.83,2022-03-06
ORA,71.38,2022-03-06
CMPR,62.75,2022-03-06
ESTE,13.77,2022-03-06
SHM,48.1,2022-03-06
VKQ,11.79,2022-03-06
SRDX,43.4,2022-03-06
OCUL,4.93,2022-03-06
WSBC,35.06,2022-03-06
PFBC,75.68,2022-03-06
CARG,41.72,2022-03-06
EMAN,1.16,2022-03-06
EPZM,1.49,2022-03-06
WMC,1.74,2022-03-06
TAN,67.96,2022-03-06
LX,3.15,2022-03-06
AIMC,41.06,2022-03-06
CHI,12.87,2022-03-06
LEJU,0.59,2022-03-06
SCHH,48.16,2022-03-06
SIVR,24.66,2022-03-06
NCZ,4.33,2022-03-06
UTF,27.3,2022-03-06
IBND,32.24,2022-03-06
GHY,13.67,2022-03-06
HMTV,5.04,2022-03-06
PAC,133.47,2022-03-06
CTEK,1.39,2022-03-06
IWS,115.86,2022-03-06
PLX,0.88,2022-03-06
IEI,126.6,2022-03-06
NVEE,124.9,2022-03-06
ATRO,12.9,2022-03-06
CFRX,3.3,2022-03-06
AZZ,50.09,2022-03-06
SJT,7.51,2022-03-06
DX,15.4,2022-03-06
IO,0.8,2022-03-06
VO,228.92,2022-03-06
IWV,251.13,2022-03-06
BLX,15.25,2022-03-06
ENSG,85.39,2022-03-06
CYBE,37.24,2022-03-06
EFC,17.69,2022-03-06
ACP,9.98,2022-03-06
AMTX,12.38,2022-03-06
ICL,11.5,2022-03-06
PHD,10.79,2022-03-06
RWLK,1.03,2022-03-06
NBEV,0.61,2022-03-06
TDTT,26.3,2022-03-06
ECOL,47.64,2022-03-06
SMHI,5.44,2022-03-06
SHEN,18.89,2022-03-06
ITI,3.08,2022-03-06
HNI,38.8,2022-03-06
LPTX,1.81,2022-03-06
NEU,332.87,2022-03-06
FSS,34.83,2022-03-06
IWP,95.39,2022-03-06
HCI,58.41,2022-03-06
NXRT,91.28,2022-03-06
QQQX,26.03,2022-03-06
FRPH,57.31,2022-03-06
GUSH,145.81,2022-03-06
ISD,14.74,2022-03-06
IWY,148.38,2022-03-06
MRIN,3.05,2022-03-06
NVG,15.97,2022-03-06
PHT,8.41,2022-03-06
PIM,3.5,2022-03-06
PRTS,7.95,2022-03-06
TYG,32.16,2022-03-06
VBTX,38.37,2022-03-06
FRO,9.44,2022-03-06
HY,36.35,2022-03-06
BCPC,140.87,2022-03-06
CLH,99.59,2022-03-06
USNA,83.1,2022-03-06
OTTR,63.14,2022-03-06
CTO,66.34,2022-03-06
VBIV,1.31,2022-03-06
BIZD,17.73,2022-03-06
EPHE,32.04,2022-03-06
TBPH,9.61,2022-03-06
WPP,61.77,2022-03-06
PAHC,20.94,2022-03-06
QUIK,4.9,2022-03-06
FNDX,57.04,2022-03-06
ALDX,3.5,2022-03-06
IFN,18.95,2022-03-06
ONTX,1.54,2022-03-06
RYE,64.79,2022-03-06
TREC,8.83,2022-03-06
WWR,1.84,2022-03-06
MATX,107.02,2022-03-06
ANGL,30.48,2022-03-06
HCKT,20.79,2022-03-06
BOMN,25.76,2022-03-06
WSBF,19.86,2022-03-06
PKE,13.5,2022-03-06
JRS,11.61,2022-03-06
MAXR,33.05,2022-03-06
JAGX,0.4,2022-03-06
CSII,21.93,2022-03-06
OXM,85.33,2022-03-06
FXP,47.47,2022-03-06
PFLT,13.03,2022-03-06
CMT,8.54,2022-03-06
ALGT,156.85,2022-03-06
MFIN,8.54,2022-03-06
QYLD,19.91,2022-03-06
LABU,13.44,2022-03-06
FNHC,1.2,2022-03-06
FSV,141.13,2022-03-06
PFXF,19.96,2022-03-06
RDI,4.17,2022-03-06
SMLP,15.06,2022-03-06
HTBK,11.66,2022-03-06
CLXT,1.03,2022-03-06
KNSL,216.73,2022-03-06
DDM,68.36,2022-03-06
METC,18.41,2022-03-06
STIP,106.22,2022-03-06
NEOG,35.77,2022-03-06
GTY,27.85,2022-03-06
WTS,143.54,2022-03-06
BFZ,13.07,2022-03-06
HMST,50.62,2022-03-06
FFIC,23.93,2022-03-06
ECOM,17.44,2022-03-06
GALT,1.82,2022-03-06
BBW,19.36,2022-03-06
IMKTA,92.98,2022-03-06
SPSM,41.51,2022-03-06
NRK,12.65,2022-03-06
RAIL,3.61,2022-03-06
KSA,46.71,2022-03-06
INPX,0.31,2022-03-06
INDB,83.3,2022-03-06
IWO,244.95,2022-03-06
GSLC,85.91,2022-03-06
AUPH,10.58,2022-03-06
AVK,15.16,2022-03-06
HIO,4.6,2022-03-06
NMZ,13.88,2022-03-06
PTY,15.14,2022-03-06
TR,34.57,2022-03-06
CABO,1454.85,2022-03-06
LCUT,12.85,2022-03-06
IDOG,26.95,2022-03-06
BWX,26.9,2022-03-06
ERIE,171.3,2022-03-06
AAC,9.77,2022-03-06
BCX,10.59,2022-03-06
GIM,5.0,2022-03-06
HSTM,20.69,2022-03-06
EEMV,60.97,2022-03-06
AGM,118.18,2022-03-06
DFFN,0.25,2022-03-06
VIVE,0.87,2022-03-06
UMH,24.49,2022-03-06
FIX,85.0,2022-03-06
FDUS,19.94,2022-03-06
ANAT,189.0,2022-03-06
CIVB,24.25,2022-03-06
RKDA,1.22,2022-03-06
XSLV,48.84,2022-03-06
OFIX,35.83,2022-03-06
KVHI,8.44,2022-03-06
TTGT,70.29,2022-03-06
HQH,19.85,2022-03-06
IWX,68.35,2022-03-06
ARCB,87.57,2022-03-06
WABC,59.6,2022-03-06
ACRX,0.4,2022-03-06
CAF,17.56,2022-03-06
DXJS,41.49,2022-03-06
GLMD,1.34,2022-03-06
GLOP,3.51,2022-03-06
ITM,49.13,2022-03-06
LODE,1.63,2022-03-06
MDWD,1.93,2022-03-06
MG,6.39,2022-03-06
NOVN,3.45,2022-03-06
OIA,7.23,2022-03-06
PCK,8.22,2022-03-06
TANH,1.87,2022-03-06
TEI,6.57,2022-03-06
TTT,34.67,2022-03-06
VHC,1.78,2022-03-06
ZSAN,0.17,2022-03-06
BKF,38.16,2022-03-06
VHI,24.71,2022-03-06
PUK,28.42,2022-03-06
CCXI,23.28,2022-03-06
UBFO,8.29,2022-03-06
CNXN,51.01,2022-03-06
FRST,14.23,2022-03-06
DLB,72.43,2022-03-06
HAYN,39.9,2022-03-06
TCX,64.44,2022-03-06
TPB,32.59,2022-03-06
CII,20.07,2022-03-06
DWM,50.06,2022-03-06
SPMD,45.83,2022-03-06
SPLG,50.85,2022-03-06
MACK,5.99,2022-03-06
ACST,1.06,2022-03-06
THQ,21.77,2022-03-06
EZM,53.54,2022-03-06
MCR,7.4,2022-03-06
IYW,96.91,2022-03-06
BTO,42.04,2022-03-06
FFWM,25.34,2022-03-06
BLOK,30.9,2022-03-06
BIP,59.68,2022-03-06
CAC,50.83,2022-03-06
NATH,56.3,2022-03-06
ANDE,48.28,2022-03-06
WIW,12.54,2022-03-06
MCS,17.83,2022-03-06
GOOD,21.99,2022-03-06
CIA,4.25,2022-03-06
CLW,29.43,2022-03-06
AMRK,75.79,2022-03-06
ATHX,0.83,2022-03-06
CCD,25.59,2022-03-06
CEM,32.35,2022-03-06
COOL,9.8,2022-03-06
DGII,19.95,2022-03-06
GMRE,15.61,2022-03-06
IHD,6.53,2022-03-06
IXN,54.5,2022-03-06
